TimeStamp,close,Adj Close
2024-03-06,169.12,3773.639892578125
2024-03-05,170.12,3739.56005859375
2024-03-04,175.1,3823.110107421875
2024-03-01,179.66,3815.25
2024-02-29,180.75,3748.570068359375
2024-02-28,181.42,3705.10009765625
2024-02-27,182.63,3725.610107421875
2024-02-26,181.16,3723.2099609375
2024-02-23,182.52,3721.989990234375
2024-02-22,184.37,3731.97998046875
2024-02-21,182.32,3576.43994140625
2024-02-20,181.56,3603.9599609375
2024-02-16,182.31,3650.2099609375
2024-02-15,183.86,3679.31005859375
2024-02-14,184.15,3695.39990234375
2024-02-13,185.04,3655.3701171875
2024-02-12,187.15,3713.25
2024-02-09,188.85,3742.199951171875
2024-02-08,188.32,3686.89990234375
2024-02-07,189.41,3681.639892578125
2024-02-06,189.3,3629.60009765625
2024-02-05,187.68,3647.110107421875
2024-02-02,185.85,3625.919921875
2024-02-01,186.86,3578.75
2024-01-31,184.4,3529.919921875
2024-01-30,188.04,3606.159912109375
2024-01-29,191.73,3633.139892578125
2024-01-26,192.42,3598.2900390625
2024-01-25,194.17,3636.5400390625
2024-01-24,194.5,3622.840087890625
2024-01-23,195.18,3595.1298828125
2024-01-22,193.89,3578.969970703125
2024-01-19,191.56,3565.2099609375
2024-01-18,188.63,3483.4599609375
2024-01-17,182.68,3414.110107421875
2024-01-16,183.63,3431.179931640625
2024-01-12,185.92,3417.85009765625
2024-01-11,185.59,3406.050048828125
2024-01-10,186.19,3391.169921875
2024-01-09,185.14,3357.510009765625
2024-01-08,185.56,3348.97998046875
2024-01-05,181.18,3259.47998046875
2024-01-04,181.91,3254.639892578125
2024-01-03,184.25,3275.72998046875
2024-01-02,185.64,3309.489990234375
2023-12-29,192.53,3397.159912109375
2023-12-28,193.58,3406.639892578125
2023-12-27,193.15,3402.419921875
2023-12-26,193.05,3401.610107421875
2023-12-22,193.6,3388.110107421875
2023-12-21,194.68,3386.800048828125
2023-12-20,194.83,3350.760009765625
2023-12-19,196.94,3403.300048828125
2023-12-18,195.89,3395.139892578125
2023-12-15,197.57,3386.070068359375
2023-12-14,198.11,3362.3701171875
2023-12-13,197.96,3373.840087890625
2023-12-12,194.71,3344.070068359375
2023-12-11,193.18,3316.60009765625
2023-12-08,195.71,3302.739990234375
2023-12-07,194.27,3273.199951171875
2023-12-06,192.32,3231.75
2023-12-05,193.42,3262.110107421875
2023-12-04,189.43,3235.7099609375
2023-12-01,191.24,3278.6201171875
2023-11-30,189.95,3273.080078125
2023-11-29,189.37,3275.699951171875
2023-11-28,190.4,3275.35009765625
2023-11-27,189.79,3269.10009765625
2023-11-24,189.97,3267.659912109375
2023-11-22,191.31,3278.090087890625
2023-11-21,190.64,3268.989990234375
2023-11-20,191.45,3296.489990234375
2023-11-17,189.69,3247.719970703125
2023-11-16,189.71,3256.889892578125
2023-11-15,188.01,3234.9599609375
2023-11-14,187.44,3237.4599609375
2023-11-13,184.8,3176.590087890625
2023-11-10,186.4,3193.75
2023-11-09,182.41,3113.0
2023-11-08,182.89,3125.6298828125
2023-11-07,181.82,3105.820068359375
2023-11-06,179.23,3072.5400390625
2023-11-03,176.65,3048.659912109375
2023-11-02,177.57,3014.77001953125
2023-11-01,173.97,2963.949951171875
2023-10-31,170.77,2903.5400390625
2023-10-30,170.29,2887.419921875
2023-10-27,168.22,2853.47998046875
2023-10-26,166.89,2837.050048828125
2023-10-25,171.1,2900.010009765625
2023-10-24,173.44,2934.840087890625
2023-10-23,173.0,2914.169921875
2023-10-20,172.88,2901.989990234375
2023-10-19,175.46,2951.7900390625
2023-10-18,175.84,2964.72998046875
2023-10-17,177.15,3001.6298828125
2023-10-16,178.72,3025.030029296875
2023-10-13,178.85,2995.7900390625
2023-10-12,180.71,3042.10009765625
2023-10-11,179.8,3038.919921875
2023-10-10,178.39,3008.590087890625
2023-10-09,178.99,3003.97998046875
2023-10-06,177.49,2991.10009765625
2023-10-05,174.91,2934.139892578125
2023-10-04,173.66,2926.800048828125
2023-10-03,172.4,2890.6298828125
2023-10-02,173.75,2944.159912109375
2023-09-29,171.21,2905.56005859375
2023-09-28,170.69,2894.199951171875
2023-09-27,170.43,2874.4599609375
2023-09-26,171.96,2869.639892578125
2023-09-25,176.08,2921.6298828125
2023-09-22,174.79,2908.0400390625
2023-09-21,173.93,2900.47998046875
2023-09-20,175.49,2945.199951171875
2023-09-19,179.07,2998.35009765625
2023-09-18,177.97,3000.659912109375
2023-09-15,175.01,2986.56005859375
2023-09-14,175.74,3045.820068359375
2023-09-13,174.21,3024.550048828125
2023-09-12,176.3,3015.199951171875
2023-09-11,179.36,3068.780029296875
2023-09-08,178.18,3054.919921875
2023-09-07,177.56,3048.6201171875
2023-09-06,182.91,3097.260009765625
2023-09-05,189.7,3140.429931640625
2023-09-01,189.46,3128.2099609375
2023-08-31,187.87,3121.179931640625
2023-08-30,187.65,3109.669921875
2023-08-29,184.12,3083.9599609375
2023-08-28,180.19,3020.199951171875
2023-08-25,178.61,2995.81005859375
2023-08-24,176.38,2971.449951171875
2023-08-23,181.12,3036.800048828125
2023-08-22,177.23,2979.60009765625
2023-08-21,175.84,2986.820068359375
2023-08-18,174.49,2920.739990234375
2023-08-17,174.0,2917.47998046875
2023-08-16,176.57,2945.889892578125
2023-08-15,177.45,2972.159912109375
2023-08-14,179.46,2999.570068359375
2023-08-11,177.79,2944.97998046875
2023-08-10,177.97,2971.239990234375
2023-08-09,178.19,2970.919921875
2023-08-08,179.8,3016.47998046875
2023-08-07,178.85,3040.070068359375
2023-08-04,181.99,3032.02001953125
2023-08-03,191.17,3078.0
2023-08-02,192.58,3087.760009765625
2023-08-01,195.605,3169.89990234375
2023-07-31,196.45,3167.139892578125
2023-07-28,195.83,3163.090087890625
2023-07-27,193.22,3117.010009765625
2023-07-26,194.5,3127.590087890625
2023-07-25,193.62,3168.669921875
2023-07-24,192.75,3131.469970703125
2023-07-21,191.94,3123.419921875
2023-07-20,193.13,3133.22998046875
2023-07-19,195.1,3198.510009765625
2023-07-18,193.73,3207.2900390625
2023-07-17,193.99,3167.429931640625
2023-07-14,190.69,3125.780029296875
2023-07-13,190.54,3130.5
2023-07-12,189.77,3084.389892578125
2023-07-11,188.08,3046.219970703125
2023-07-10,188.61,3040.340087890625
2023-07-07,190.68,3040.8701171875
2023-07-06,191.81,3054.179931640625
2023-07-05,191.33,3059.10009765625
2023-07-03,192.46,3076.340087890625
2023-06-30,193.97,3085.840087890625
2023-06-29,189.59,3030.780029296875
2023-06-28,189.25,3026.93994140625
2023-06-27,188.06,3027.699951171875
2023-06-26,185.27,2967.110107421875
2023-06-23,186.68,2998.10009765625
2023-06-22,187.0,3031.52001953125
2023-06-21,183.96,3003.820068359375
2023-06-20,185.01,3046.8701171875
2023-06-16,184.92,3060.3701171875
2023-06-15,186.01,3085.830078125
2023-06-14,183.95,3046.949951171875
2023-06-13,183.31,3012.510009765625
2023-06-12,183.79,2991.179931640625
2023-06-09,180.96,2930.3798828125
2023-06-08,180.57,2916.830078125
2023-06-07,177.82,2882.2900390625
2023-06-06,179.21,2929.659912109375
2023-06-05,179.58,2933.300048828125
2023-06-02,180.95,2949.820068359375
2023-06-01,180.09,2934.830078125
2023-05-31,177.25,2896.25
2023-05-30,177.3,2928.2099609375
2023-05-26,175.43,2909.9599609375
2023-05-25,172.99,2834.06005859375
2023-05-24,171.84,2713.419921875
2023-05-23,171.56,2730.43994140625
2023-05-22,174.2,2771.97998046875
2023-05-19,175.16,2768.340087890625
2023-05-18,175.05,2771.429931640625
2023-05-17,172.69,2715.3798828125
2023-05-16,172.07,2680.97998046875
2023-05-15,172.07,2676.64990234375
2023-05-12,172.57,2657.030029296875
2023-05-11,173.75,2662.97998046875
2023-05-10,173.555,2674.989990234375
2023-05-09,171.77,2642.6201171875
2023-05-08,173.5,2665.409912109375
2023-05-05,173.57,2665.8798828125
2023-05-04,165.79,2595.469970703125
2023-05-03,167.45,2608.260009765625
2023-05-02,168.54,2630.1201171875
2023-05-01,169.59,2654.81005859375
2023-04-28,169.68,2649.949951171875
2023-04-27,168.41,2621.780029296875
2023-04-26,163.76,2566.050048828125
2023-04-25,163.77,2522.360107421875
2023-04-24,165.33,2576.080078125
2023-04-21,165.02,2587.050048828125
2023-04-20,166.65,2596.699951171875
2023-04-19,167.63,2616.530029296875
2023-04-18,166.47,2619.949951171875
2023-04-17,165.23,2609.330078125
2023-04-14,165.21,2599.1201171875
2023-04-13,165.56,2612.330078125
2023-04-12,160.1,2562.260009765625
2023-04-11,160.8,2578.0
2023-04-10,162.03,2604.909912109375
2023-04-06,164.66,2608.75
2023-04-05,163.76,2591.169921875
2023-04-04,165.63,2622.429931640625
2023-04-03,166.17,2637.780029296875
2023-03-31,164.9,2638.97998046875
2023-03-30,162.36,2600.860107421875
2023-03-29,160.77,2571.52001953125
2023-03-28,157.65,2518.77001953125
2023-03-27,158.28,2530.320068359375
2023-03-24,160.25,2552.0400390625
2023-03-23,158.93,2545.760009765625
2023-03-22,157.83,2504.43994140625
2023-03-21,159.28,2527.6201171875
2023-03-20,157.4,2506.739990234375
2023-03-17,155.0,2500.9599609375
2023-03-16,155.85,2503.800048828125
2023-03-15,152.99,2435.239990234375
2023-03-14,152.59,2434.580078125
2023-03-13,150.47,2380.0
2023-03-10,148.5,2366.989990234375
2023-03-09,150.59,2408.919921875
2023-03-08,152.87,2444.239990234375
2023-03-07,151.6,2423.820068359375
2023-03-06,153.83,2454.860107421875
2023-03-03,151.03,2441.830078125
2023-03-02,145.91,2390.699951171875
2023-03-01,145.31,2360.8701171875
2023-02-28,147.41,2380.260009765625
2023-02-27,147.92,2384.72998046875
2023-02-24,146.71,2372.3701171875
2023-02-23,149.4,2415.18994140625
2023-02-22,148.91,2376.4599609375
2023-02-21,148.48,2379.85009765625
2023-02-17,152.55,2438.43994140625
2023-02-16,153.71,2467.89990234375
2023-02-15,155.33,2511.93994140625
2023-02-14,153.2,2502.340087890625
2023-02-13,153.85,2491.469970703125
2023-02-10,151.01,2448.02001953125
2023-02-09,150.87,2461.489990234375
2023-02-08,151.92,2473.93994140625
2023-02-07,154.65,2505.260009765625
2023-02-06,151.73,2445.0
2023-02-03,154.5,2475.27001953125
2023-02-02,150.82,2495.25
2023-02-01,145.43,2427.669921875
2023-01-31,144.29,2373.2900390625
2023-01-30,143.0,2339.639892578125
2023-01-27,145.93,2385.89990234375
2023-01-26,143.96,2375.39990234375
2023-01-25,141.86,2337.669921875
2023-01-24,142.53,2343.860107421875
2023-01-23,141.11,2344.75
2023-01-20,137.87,2292.5400390625
2023-01-19,135.27,2231.840087890625
2023-01-18,135.21,2257.6201171875
2023-01-17,135.94,2286.93994140625
2023-01-13,134.76,2276.97998046875
2023-01-12,133.41,2269.260009765625
2023-01-11,133.49,2252.97998046875
2023-01-10,130.73,2214.1298828125
2023-01-09,130.15,2200.610107421875
2023-01-06,129.62,2176.860107421875
2023-01-05,125.02,2113.6298828125
2023-01-04,126.36,2155.820068359375
2023-01-03,125.07,2150.31005859375
2022-12-30,129.93,2172.169921875
2022-12-29,129.61,2174.89990234375
2022-12-28,126.04,2118.969970703125
2022-12-27,130.03,2154.3798828125
2022-12-23,131.86,2175.5400390625
2022-12-22,132.23,2173.0400390625
2022-12-21,135.45,2229.679931640625
2022-12-20,132.3,2192.929931640625
2022-12-19,132.37,2189.5
2022-12-16,134.51,2220.929931640625
2022-12-15,136.5,2249.4599609375
2022-12-14,143.21,2337.75
2022-12-13,145.47,2357.989990234375
2022-12-12,144.49,2331.3798828125
2022-12-09,142.16,2281.800048828125
2022-12-08,142.65,2296.22998046875
2022-12-07,140.94,2260.22998046875
2022-12-06,142.91,2271.919921875
2022-12-05,146.63,2321.5400390625
2022-12-02,147.81,2360.6201171875
2022-12-01,148.31,2373.659912109375
2022-11-30,148.03,2371.97998046875
2022-11-29,141.17,2258.280029296875
2022-11-28,144.22,2280.52001953125
2022-11-25,148.11,2330.18994140625
2022-11-23,151.07,2345.860107421875
2022-11-22,150.18,2325.530029296875
2022-11-21,148.01,2281.530029296875
2022-11-18,151.29,2307.60009765625
2022-11-17,150.72,2304.6201171875
2022-11-16,148.79,2299.68994140625
2022-11-15,150.04,2333.419921875
2022-11-14,148.28,2304.919921875
2022-11-11,149.7,2327.39990234375
2022-11-10,146.87,2287.949951171875
2022-11-09,134.87,2112.06005859375
2022-11-08,139.5,2169.590087890625
2022-11-07,138.92,2149.860107421875
2022-11-04,138.38,2115.169921875
2022-11-03,138.88,2080.35009765625
2022-11-02,145.03,2144.6298828125
2022-11-01,150.65,2221.760009765625
2022-10-31,153.34,2241.1298828125
2022-10-28,155.74,2271.6298828125
2022-10-27,144.8,2173.330078125
2022-10-26,149.35,2200.830078125
2022-10-25,152.34,2251.110107421875
2022-10-24,149.45,2208.419921875
2022-10-21,147.27,2178.39990234375
2022-10-20,143.39,2122.2099609375
2022-10-19,143.86,2120.820068359375
2022-10-18,143.75,2126.340087890625
2022-10-17,142.41,2108.81005859375
2022-10-14,138.38,2045.5899658203125
2022-10-13,142.99,2106.030029296875
2022-10-12,138.34,2042.3800048828125
2022-10-11,138.98,2049.3798828125
2022-10-10,140.42,2080.9599609375
2022-10-07,140.09,2113.919921875
2022-10-06,145.43,2205.1298828125
2022-10-05,146.4,2224.090087890625
2022-10-04,146.1,2216.139892578125
2022-10-03,142.45,2145.31005859375
2022-09-30,138.2,2079.85009765625
2022-09-29,142.48,2121.090087890625
2022-09-28,149.84,2180.89990234375
2022-09-27,151.76,2161.0
2022-09-26,150.77,2156.27001953125
2022-09-23,150.43,2170.760009765625
2022-09-22,152.74,2200.510009765625
2022-09-21,153.72,2222.3798828125
2022-09-20,156.9,2258.580078125
2022-09-19,154.48,2270.06005859375
2022-09-16,150.7,2251.6201171875
2022-09-15,152.37,2262.39990234375
2022-09-14,155.31,2317.3798828125
2022-09-13,153.84,2307.27001953125
2022-09-12,163.43,2437.60009765625
2022-09-09,157.37,2398.389892578125
2022-09-08,154.46,2351.969970703125
2022-09-07,155.96,2344.0400390625
2022-09-06,154.53,2307.300048828125
2022-09-02,155.81,2323.070068359375
2022-09-01,157.96,2353.43994140625
2022-08-31,157.22,2364.719970703125
2022-08-30,158.91,2387.699951171875
2022-08-29,161.38,2413.739990234375
2022-08-26,163.62,2444.949951171875
2022-08-25,170.03,2554.27001953125
2022-08-24,167.53,2512.159912109375
2022-08-23,167.23,2511.159912109375
2022-08-22,167.57,2517.5400390625
2022-08-19,171.52,2589.56005859375
2022-08-18,174.15,2637.800048828125
2022-08-17,174.55,2624.8701171875
2022-08-16,173.03,2643.489990234375
2022-08-15,173.19,2651.080078125
2022-08-12,172.1,2634.590087890625
2022-08-11,168.49,2581.050048828125
2022-08-10,169.24,2593.60009765625
2022-08-09,164.92,2523.610107421875
2022-08-08,164.87,2549.159912109375
2022-08-05,165.35,2571.77001953125
2022-08-04,165.81,2577.93994140625
2022-08-03,166.13,2567.280029296875
2022-08-02,160.01,2500.010009765625
2022-08-01,161.51,2517.47998046875
2022-07-29,162.51,2522.610107421875
2022-07-28,157.35,2484.179931640625
2022-07-27,156.79,2449.090087890625
2022-07-26,151.6,2348.25
2022-07-25,152.95,2386.0400390625
2022-07-22,154.09,2400.75
2022-07-21,155.35,2434.35009765625
2022-07-20,153.04,2400.580078125
2022-07-19,151.0,2363.75
2022-07-18,147.07,2293.22998046875
2022-07-15,150.17,2317.030029296875
2022-07-14,148.47,2276.989990234375
2022-07-13,145.49,2256.10009765625
2022-07-12,145.86,2261.050048828125
2022-07-11,144.87,2291.68994140625
2022-07-08,147.04,2324.75
2022-07-07,146.35,2323.080078125
2022-07-06,142.92,2276.110107421875
2022-07-05,141.56,2256.14990234375
2022-07-01,138.93,2228.5
2022-06-30,136.72,2222.9599609375
2022-06-29,139.23,2252.8701171875
2022-06-28,137.44,2248.2900390625
2022-06-27,141.66,2317.97998046875
2022-06-24,141.66,2332.7900390625
2022-06-23,138.27,2252.330078125
2022-06-22,135.35,2220.429931640625
2022-06-21,135.87,2229.580078125
2022-06-17,131.56,2174.43994140625
2022-06-16,130.06,2153.199951171875
2022-06-15,135.43,2245.56005859375
2022-06-14,132.76,2197.85009765625
2022-06-13,131.88,2184.2900390625
2022-06-10,137.13,2286.43994140625
2022-06-09,142.64,2379.0
2022-06-08,147.96,2445.6298828125
2022-06-07,148.71,2473.110107421875
2022-06-06,146.14,2443.409912109375
2022-06-03,145.38,2442.3798828125
2022-06-02,151.21,2504.389892578125
2022-06-01,148.71,2444.75
2022-05-31,148.84,2452.889892578125
2022-05-27,149.64,2470.27001953125
2022-05-26,143.78,2388.14990234375
2022-05-25,140.52,2331.050048828125
2022-05-24,140.36,2303.18994140625
2022-05-23,143.11,2339.85009765625
2022-05-20,137.59,2285.75
2022-05-19,137.35,2282.6201171875
2022-05-18,140.82,2307.389892578125
2022-05-17,149.24,2422.22998046875
2022-05-16,145.54,2353.699951171875
2022-05-13,147.11,2375.2900390625
2022-05-12,142.56,2296.18994140625
2022-05-11,146.5,2322.639892578125
2022-05-10,154.51,2401.85009765625
2022-05-09,152.06,2364.580078125
2022-05-06,157.28,2461.47998046875
2022-05-05,156.77,2481.199951171875
2022-05-04,166.02,2609.800048828125
2022-05-03,159.48,2521.22998046875
2022-05-02,157.96,2516.68994140625
2022-04-29,157.65,2478.0
2022-04-28,163.64,2584.889892578125
2022-04-27,156.57,2484.580078125
2022-04-26,156.8,2451.280029296875
2022-04-25,162.88,2545.760009765625
2022-04-22,161.79,2509.64990234375
2022-04-21,166.42,2581.780029296875
2022-04-20,167.23,2627.159912109375
2022-04-19,167.4,2630.639892578125
2022-04-18,165.07,2583.1201171875
2022-04-14,165.29,2574.8798828125
2022-04-13,170.4,2639.449951171875
2022-04-12,167.66,2598.10009765625
2022-04-11,165.75,2607.31005859375
2022-04-08,170.09,2677.0400390625
2022-04-07,172.14,2716.0
2022-04-06,171.83,2709.719970703125
2022-04-05,175.06,2780.5
2022-04-04,178.44,2842.7900390625
2022-04-01,174.31,2789.449951171875
2022-03-31,174.61,2794.080078125
2022-03-30,177.77,2839.31005859375
2022-03-29,178.96,2878.530029296875
2022-03-28,175.6,2820.35009765625
2022-03-25,174.72,2786.10009765625
2022-03-24,174.07,2788.6298828125
2022-03-23,170.21,2715.110107421875
2022-03-22,168.82,2756.550048828125
2022-03-21,165.38,2717.89990234375
2022-03-18,163.98,2722.7099609375
2022-03-17,160.62,2664.419921875
2022-03-16,159.59,2646.169921875
2022-03-15,155.09,2561.10009765625
2022-03-14,150.62,2476.219970703125
2022-03-11,154.73,2524.090087890625
2022-03-10,158.52,2570.3798828125
2022-03-09,162.95,2616.320068359375
2022-03-08,157.44,2516.1201171875
2022-03-07,159.3,2526.919921875
2022-03-04,163.17,2623.9599609375
2022-03-03,166.23,2671.60009765625
2022-03-02,166.56,2705.22998046875
2022-03-01,163.2,2647.280029296875
2022-02-28,165.12,2701.14990234375
2022-02-25,164.85,2705.5
2022-02-24,162.74,2668.969970703125
2022-02-23,160.07,2579.56005859375
2022-02-22,164.32,2647.39990234375
2022-02-18,167.3,2670.93994140625
2022-02-17,168.88,2700.64990234375
2022-02-16,172.55,2786.050048828125
2022-02-15,172.79,2790.89990234375
2022-02-14,168.88,2716.60009765625
2022-02-11,168.64,2717.489990234375
2022-02-10,172.12,2801.7099609375
2022-02-09,176.28,2880.989990234375
2022-02-08,174.83,2816.010009765625
2022-02-07,171.66,2780.550048828125
2022-02-04,172.39,2798.949951171875
2022-02-03,172.9,2785.75
2022-02-02,175.84,2873.8701171875
2022-02-01,174.61,2850.669921875
2022-01-31,174.78,2843.8798828125
2022-01-28,170.33,2769.570068359375
2022-01-27,159.22,2654.5
2022-01-26,159.69,2672.9599609375
2022-01-25,159.78,2653.820068359375
2022-01-24,161.62,2717.300048828125
2022-01-21,162.41,2708.300048828125
2022-01-20,164.51,2761.64990234375
2022-01-19,166.23,2798.8798828125
2022-01-18,169.8,2837.840087890625
2022-01-14,173.07,2910.169921875
2022-01-13,172.19,2884.60009765625
2022-01-12,175.53,2963.14990234375
2022-01-11,175.08,2950.300048828125
2022-01-10,172.19,2915.0
2022-01-07,172.17,2912.02001953125
2022-01-06,172.0,2941.72998046875
2022-01-05,174.92,2955.97998046875
2022-01-04,179.7,3051.47998046875
2022-01-03,182.01,3086.75
2021-12-31,177.57,3055.449951171875
2021-12-30,178.2,3070.419921875
2021-12-29,179.38,3091.360107421875
2021-12-28,179.29,3089.10009765625
2021-12-27,180.33,3107.4599609375
2021-12-23,176.28,3041.1201171875
2021-12-22,175.64,3024.050048828125
2021-12-21,172.99,2984.389892578125
2021-12-20,169.75,2908.719970703125
2021-12-17,171.14,2944.889892578125
2021-12-16,172.26,2963.949951171875
2021-12-15,179.3,3051.330078125
2021-12-14,174.33,2969.580078125
2021-12-13,175.74,3019.139892578125
2021-12-10,179.45,3068.889892578125
2021-12-09,174.56,3006.639892578125
2021-12-08,175.08,3039.909912109375
2021-12-07,171.18,3026.39990234375
2021-12-06,165.32,2923.89990234375
2021-12-03,161.84,2895.72998046875
2021-12-02,163.76,2944.320068359375
2021-12-01,164.77,2919.7099609375
2021-11-30,165.3,2956.85009765625
2021-11-29,160.24,2985.409912109375
2021-11-26,156.81,2908.6298828125
2021-11-24,161.94,2986.2900390625
2021-11-23,161.41,2965.280029296875
2021-11-22,161.02,2971.409912109375
2021-11-19,160.55,3005.820068359375
2021-11-18,157.87,2982.97998046875
2021-11-17,153.49,2952.820068359375
2021-11-16,151.0,2964.469970703125
2021-11-15,150.0,2932.97998046875
2021-11-12,149.99,2936.35009765625
2021-11-11,147.87,2901.949951171875
2021-11-10,147.92,2886.699951171875
2021-11-09,150.81,2935.909912109375
2021-11-08,150.44,2948.56005859375
2021-11-05,151.28,2931.659912109375
2021-11-04,150.96,2919.070068359375
2021-11-03,151.49,2874.919921875
2021-11-02,150.02,2857.800048828125
2021-11-01,148.96,2834.679931640625
2021-10-29,149.8,2836.8798828125
2021-10-28,152.57,2824.6298828125
2021-10-27,148.85,2795.010009765625
2021-10-26,149.32,2800.2900390625
2021-10-25,148.64,2791.25
2021-10-22,148.69,2782.0400390625
2021-10-21,149.48,2791.320068359375
2021-10-20,149.26,2780.010009765625
2021-10-19,148.76,2788.02001953125
2021-10-18,146.55,2761.18994140625
2021-10-15,144.84,2737.929931640625
2021-10-14,143.76,2716.43994140625
2021-10-13,140.91,2655.830078125
2021-10-12,141.51,2640.8798828125
2021-10-11,142.81,2654.39990234375
2021-10-08,142.9,2668.530029296875
2021-10-07,143.29,2678.8798828125
2021-10-06,142.0,2654.60009765625
2021-10-05,141.11,2636.510009765625
2021-10-04,139.14,2598.6201171875
2021-10-01,142.65,2661.5400390625
2021-09-30,141.5,2623.830078125
2021-09-29,142.83,2641.7900390625
2021-09-28,141.91,2644.489990234375
2021-09-27,145.37,2725.85009765625
2021-09-24,146.92,2753.590087890625
2021-09-23,146.83,2751.760009765625
2021-09-22,145.85,2715.179931640625
2021-09-21,143.43,2677.7900390625
2021-09-20,142.94,2676.93994140625
2021-09-17,146.06,2727.68994140625
2021-09-16,148.79,2769.7099609375
2021-09-15,149.03,2767.949951171875
2021-09-14,148.12,2743.590087890625
2021-09-13,149.55,2747.360107421875
2021-09-10,148.97,2746.39990234375
2021-09-09,154.07,2773.72998046875
2021-09-08,155.11,2785.510009765625
2021-09-07,156.69,2796.8701171875
2021-09-03,154.3,2796.1201171875
2021-09-02,153.65,2785.419921875
2021-09-01,152.51,2786.800048828125
2021-08-31,151.83,2786.10009765625
2021-08-30,153.12,2801.929931640625
2021-08-27,148.6,2771.72998046875
2021-08-26,147.54,2745.169921875
2021-08-25,148.36,2762.409912109375
2021-08-24,149.62,2763.919921875
2021-08-23,149.71,2767.39990234375
2021-08-20,148.19,2732.56005859375
2021-08-19,146.7,2697.52001953125
2021-08-18,146.36,2671.139892578125
2021-08-17,150.19,2708.75
2021-08-16,151.12,2732.56005859375
2021-08-13,149.1,2720.610107421875
2021-08-12,148.89,2705.919921875
2021-08-11,145.86,2690.179931640625
2021-08-10,145.6,2689.5
2021-08-09,146.09,2709.18994140625
2021-08-06,146.14,2718.64990234375
2021-08-05,147.06,2721.949951171875
2021-08-04,146.95,2707.300048828125
2021-08-03,147.36,2702.0400390625
2021-08-02,145.52,2683.639892578125
2021-07-30,145.86,2693.550048828125
2021-07-29,145.64,2695.800048828125
2021-07-28,144.98,2682.9599609375
2021-07-27,146.77,2685.52001953125
2021-07-26,148.99,2712.7900390625
2021-07-23,148.56,2713.39990234375
2021-07-22,146.8,2686.75
